id,list,unit,german,fa_text,audio_path
b1p-0201,B1 Plus 7 Units,B1 Plus Unit 4,"die Baustelle, -n",سایت ساختمانی,audio/fa/8c60a2f88b5b571b7a.mp3
b1p-0202,B1 Plus 7 Units,B1 Plus Unit 4,sich beeilen,عجله کردن,audio/fa/a2716afe88ed41c1af.mp3
b1p-0203,B1 Plus 7 Units,B1 Plus Unit 4,"die Berufssparte, -n",شاخه حرفوی,audio/fa/81adef1d96b29cb359.mp3
b1p-0204,B1 Plus 7 Units,B1 Plus Unit 4,"der Beschäftigte, -n",کارمند,audio/fa/ccb96b822775328bc7.mp3
b1p-0205,B1 Plus 7 Units,B1 Plus Unit 4,"die Beschleunigung, -en",شتاب,audio/fa/757dffdbc1478aad48.mp3
b1p-0206,B1 Plus 7 Units,B1 Plus Unit 4,bewältigen (etw.),مدیریت کردن,audio/fa/52a9a1012c19b8e552.mp3
b1p-0207,B1 Plus 7 Units,B1 Plus Unit 4,"die Herausforderung, -en",چالش,audio/fa/39660d29532586b216.mp3
b1p-0208,B1 Plus 7 Units,B1 Plus Unit 4,"der Maurer, -",معمار,audio/fa/1786295463bc1e31be.mp3
b1p-0209,B1 Plus 7 Units,B1 Plus Unit 4,"die Maurerin, -nen",معمار (مونث),audio/fa/e7f3516cb1fd2523c1.mp3
b1p-0210,B1 Plus 7 Units,B1 Plus Unit 4,"die Strecke, -n",مسیر,audio/fa/a2a1682c8d55634aae.mp3
b1p-0211,B1 Plus 7 Units,B1 Plus Unit 4,auf der Strecke bleiben,جا ماندن,audio/fa/4266dcbb0878be1655.mp3
b1p-0212,B1 Plus 7 Units,B1 Plus Unit 4,einen Termin absagen,وقت را کنسل کردن,audio/fa/f0e3092bc391b093db.mp3
b1p-0213,B1 Plus 7 Units,B1 Plus Unit 4,"das Treffen, -",ملاقات,audio/fa/c080743739a626ce28.mp3
b1p-0214,B1 Plus 7 Units,B1 Plus Unit 4,sich verspäten,دیر رسیدن,audio/fa/dfa428690f4489e6ed.mp3
b1p-0215,B1 Plus 7 Units,B1 Plus Unit 4,das Wohlbefinden (Sg.),رفاه,audio/fa/dc60cda2b29b0b6391.mp3
b1p-0216,B1 Plus 7 Units,B1 Plus Unit 4,der Zeitdruck (Sg.),فشار وقت,audio/fa/cccbe2144a28ae1c41.mp3
b1p-0217,B1 Plus 7 Units,B1 Plus Unit 4,"das Recht, -e",حق,audio/fa/5e308eb0ff0084ad15.mp3
b1p-0218,B1 Plus 7 Units,B1 Plus Unit 4,das Recht haben,حق داشتن,audio/fa/3683a3b015b77d4dd2.mp3
b1p-0219,B1 Plus 7 Units,B1 Plus Unit 4,"die (gesetzliche) Regel, -n",قانون,audio/fa/d1ec9be1a3694c4dd5.mp3
b1p-0220,B1 Plus 7 Units,B1 Plus Unit 4,die Schichtarbeit (Sg.),کار شیفتی,audio/fa/d463059cacb1074555.mp3
b1p-0221,B1 Plus 7 Units,B1 Plus Unit 4,die Teilzeitarbeit (Sg.),کار نیمه وقت,audio/fa/90295ac5a1b41572cb.mp3
b1p-0222,B1 Plus 7 Units,B1 Plus Unit 4,"die Überstunde, -n",اضافه کاری,audio/fa/1aa5b627d80e9092d3.mp3
b1p-0223,B1 Plus 7 Units,B1 Plus Unit 4,"der Urlaubstag, -e",روز رخصتی,audio/fa/d37b645e523ad8f964.mp3
b1p-0224,B1 Plus 7 Units,B1 Plus Unit 4,"die Urlaubszeit, -en",وقت رخصتی,audio/fa/1911b794b89a83d251.mp3
b1p-0225,B1 Plus 7 Units,B1 Plus Unit 4,die Vollzeitarbeit (Sg.),کار تمام وقت,audio/fa/452fa94e51d44580fa.mp3
b1p-0226,B1 Plus 7 Units,B1 Plus Unit 4,"die Wochenendarbeit, -en",کار آخر هفته,audio/fa/aa05fd00ab5af6652b.mp3
b1p-0227,B1 Plus 7 Units,B1 Plus Unit 4,das Ende,پایان,audio/fa/7c072677aa7b217629.mp3
b1p-0228,B1 Plus 7 Units,B1 Plus Unit 4,die Deadline (Sg.),ضرب الاجل,audio/fa/8857f16e5d411a8fd0.mp3
b1p-0229,B1 Plus 7 Units,B1 Plus Unit 4,"das Drehbuch, ""-er""",سناریو,audio/fa/1271f9e8489a2d7632.mp3
b1p-0230,B1 Plus 7 Units,B1 Plus Unit 4,"der Entwurf, ""-e""",مسوده,audio/fa/9c7bf55520ddd3d979.mp3
b1p-0231,B1 Plus 7 Units,B1 Plus Unit 4,"die Kampagne, -n",کمپاین,audio/fa/f59129f16d7f381b0e.mp3
b1p-0232,B1 Plus 7 Units,B1 Plus Unit 4,"die Kosmetikserie, -n",سری آرایشی,audio/fa/c63ee0302937f9c9c2.mp3
b1p-0233,B1 Plus 7 Units,B1 Plus Unit 4,"das Printmedium, -medien",رسانه چاپی,audio/fa/2454694f88adba493b.mp3
b1p-0234,B1 Plus 7 Units,B1 Plus Unit 4,relevant,مربوط,audio/fa/be322e44ce4eb16765.mp3
b1p-0235,B1 Plus 7 Units,B1 Plus Unit 4,"der Senior Manager, -",مدیر ارشد,audio/fa/a72f3b1ef5b9a70b84.mp3
b1p-0236,B1 Plus 7 Units,B1 Plus Unit 4,"die Senior Managerin, -nen",مدیر ارشد (مونث),audio/fa/afca3fe9ef37e4f22c.mp3
b1p-0237,B1 Plus 7 Units,B1 Plus Unit 4,"der Werbefilm, -e",تبلیغ تلویزیونی,audio/fa/41e3d83ebbcfc561ce.mp3
b1p-0238,B1 Plus 7 Units,B1 Plus Unit 4,"die Werbekampagne, -n",کمپاین تبلیغاتی,audio/fa/36094cd9742984755f.mp3
b1p-0239,B1 Plus 7 Units,B1 Plus Unit 4,"die Abteilungskonferenz, -en",کنفرانس دیپارتمنت,audio/fa/8c6c49b0d2098487f8.mp3
b1p-0240,B1 Plus 7 Units,B1 Plus Unit 4,sich absprechen,هماهنگ کردن,audio/fa/0e8f21cdb7e20dc7a9.mp3
b1p-0241,B1 Plus 7 Units,B1 Plus Unit 4,"der Anspruch, ""-e""",ادعا,audio/fa/0f42b81012a3fc5f8e.mp3
b1p-0242,B1 Plus 7 Units,B1 Plus Unit 4,Anspruch haben (auf + Akk.),حق داشتن بر,audio/fa/4be741168c2ce515c5.mp3
b1p-0243,B1 Plus 7 Units,B1 Plus Unit 4,"der Arbeitsweg, -e",راه رفتن به کار,audio/fa/5fccf7d57ea8426c14.mp3
b1p-0244,B1 Plus 7 Units,B1 Plus Unit 4,"die Arbeitszeit, -en",وقت کار,audio/fa/376b3ab186eeea7338.mp3
b1p-0245,B1 Plus 7 Units,B1 Plus Unit 4,"das Arbeitszeitgesetz, -e",قانون وقت کار,audio/fa/fa7133e87b0ccf1b20.mp3
b1p-0246,B1 Plus 7 Units,B1 Plus Unit 4,die Betriebsruhe (Sg.),تعطیلی شرکت,audio/fa/29652cb1aa531fae6c.mp3
b1p-0247,B1 Plus 7 Units,B1 Plus Unit 4,"das EDV-System, -e",سیستم معلوماتی,audio/fa/49af886ca9cede7cd3.mp3
b1p-0248,B1 Plus 7 Units,B1 Plus Unit 4,einweisen (in + Akk.),آموزش دادن,audio/fa/ba7abfedbc8442fe88.mp3
b1p-0249,B1 Plus 7 Units,B1 Plus Unit 4,"der Ersatzruhetag, -e",روز استراحت جایگزین,audio/fa/3b48fd531d635a2595.mp3
b1p-0250,B1 Plus 7 Units,B1 Plus Unit 4,vorschreiben (etw.),تجویز کردن,audio/fa/732e753a3e210f4200.mp3
b1p-0251,B1 Plus 7 Units,B1 Plus Unit 4,"der Fall, ""-e""",حالت,audio/fa/4e572dd3e5946b687d.mp3
b1p-0252,B1 Plus 7 Units,B1 Plus Unit 4,auf keinen Fall,به هیچ وجه,audio/fa/22b01319f4578c5813.mp3
b1p-0253,B1 Plus 7 Units,B1 Plus Unit 4,der Freizeitausgleich (Sg.),جبران وقت,audio/fa/a5477fa917c7328893.mp3
b1p-0254,B1 Plus 7 Units,B1 Plus Unit 4,der Mindesturlaub (Sg.),حداقل رخصتی,audio/fa/e1dd26fffbf875c35a.mp3
b1p-0255,B1 Plus 7 Units,B1 Plus Unit 4,"die Abmahnung, -en",اخطار,audio/fa/123656916d59239402.mp3
b1p-0256,B1 Plus 7 Units,B1 Plus Unit 4,"das Arbeitsgericht, -e",محکمه کار,audio/fa/083182a0d8536149bc.mp3
b1p-0257,B1 Plus 7 Units,B1 Plus Unit 4,"der Betriebsrat, ""-e""",شورای کارگری,audio/fa/6b123a96407184068c.mp3
b1p-0258,B1 Plus 7 Units,B1 Plus Unit 4,"die Betriebsfeier, -n",جشن شرکت,audio/fa/9c8a576287c42aaae0.mp3
b1p-0259,B1 Plus 7 Units,B1 Plus Unit 4,dokumentieren,مستند کردن,audio/fa/80f919e3b820aa2b47.mp3
b1p-0260,B1 Plus 7 Units,B1 Plus Unit 4,"der Heizungstechniker, -",تخنیشین حرارت,audio/fa/9c67691ee88d38abd9.mp3
b1p-0261,B1 Plus 7 Units,B1 Plus Unit 4,"die Heizungstechnikerin, -nen",تخنیشین حرارت (مونث),audio/fa/71c5d8caa6666ae4fe.mp3
b1p-0262,B1 Plus 7 Units,B1 Plus Unit 4,"die Hilfe, -n",کمک,audio/fa/53f0f8faab69f38931.mp3
b1p-0263,B1 Plus 7 Units,B1 Plus Unit 4,um Hilfe bitten,کمک خواستن,audio/fa/4d560271b9a46b4d76.mp3
b1p-0264,B1 Plus 7 Units,B1 Plus Unit 4,das Zuspätkommen (Sg.),دیر رسیدن,audio/fa/dfa428690f4489e6ed.mp3
b1p-0265,B1 Plus 7 Units,B1 Plus Unit 4,das Verständnis (Sg.),درک,audio/fa/7be330020f3b278c8b.mp3
b1p-0266,B1 Plus 7 Units,B1 Plus Unit 4,verärgert sein (über + Akk.),ناراحت بودن از,audio/fa/4c80d32b7ed6b891a0.mp3
b1p-0267,B1 Plus 7 Units,B1 Plus Unit 4,Pflicht,مکلفیت؛ وظیفه,audio/fa/d34b521bd68e0d8dfb.mp3
b1p-0268,B1 Plus 7 Units,B1 Plus Unit 5,abhängig sein (von + Dat.),وابسته بودن به,audio/fa/4718c8fefe19fa5776.mp3
b1p-0269,B1 Plus 7 Units,B1 Plus Unit 5,"die Beratung, -en",مشوره,audio/fa/089d146a37a8ce426b.mp3
b1p-0270,B1 Plus 7 Units,B1 Plus Unit 5,Geld ausgeben (für + Akk.),پول خرج کردن برای,audio/fa/362895f6f86d4e429c.mp3
b1p-0271,B1 Plus 7 Units,B1 Plus Unit 5,"die Lieferzeit, -en",وقت تحویل,audio/fa/aff9c0dcf60ee90e52.mp3
b1p-0272,B1 Plus 7 Units,B1 Plus Unit 5,"die Öffnungszeit, -en",وقت باز بودن,audio/fa/e4fb7262473995bb11.mp3
b1p-0273,B1 Plus 7 Units,B1 Plus Unit 5,"der Online-Einkauf, ""-e""",خرید آنلاین,audio/fa/42708c9ac54296dd33.mp3
b1p-0274,B1 Plus 7 Units,B1 Plus Unit 5,"die Qualität, -en",کیفیت,audio/fa/0ba251ec4dfcd1cd00.mp3
b1p-0275,B1 Plus 7 Units,B1 Plus Unit 5,vorsichtig,محتاط,audio/fa/85a1d07a288e91a364.mp3
b1p-0276,B1 Plus 7 Units,B1 Plus Unit 5,"die Ware, -n",کالا,audio/fa/b764bbd3460b787d16.mp3
b1p-0277,B1 Plus 7 Units,B1 Plus Unit 5,der Vertrieb (Sg.),فروش,audio/fa/2d4aba452b6e19d868.mp3
b1p-0278,B1 Plus 7 Units,B1 Plus Unit 5,"der Zwischenhändler, -",واسطه,audio/fa/36837d7a4c1f3fc6aa.mp3
b1p-0279,B1 Plus 7 Units,B1 Plus Unit 5,"der Absatz, ""-e""",حجم فروش,audio/fa/66c6307180bfb43094.mp3
b1p-0280,B1 Plus 7 Units,B1 Plus Unit 5,"die (technische) Anlage, -n",سیستم تخنیکی,audio/fa/174c1f5e942d9cb0cc.mp3
b1p-0281,B1 Plus 7 Units,B1 Plus Unit 5,eine Anlage warten,سستم را سرویس کردن,audio/fa/6856532d09d75d2f67.mp3
b1p-0282,B1 Plus 7 Units,B1 Plus Unit 5,beobachten (jdn./etw.),مشاهده کردن,audio/fa/dcc43f392cc155b3a4.mp3
b1p-0283,B1 Plus 7 Units,B1 Plus Unit 5,der Einzelhandel (Sg.),فروشگاه‌های خرد,audio/fa/a64c7df4dd158e3b1f.mp3
b1p-0284,B1 Plus 7 Units,B1 Plus Unit 5,"der Endkunde, -n",مشتری نهایی,audio/fa/d561ccd17e88d29795.mp3
b1p-0285,B1 Plus 7 Units,B1 Plus Unit 5,"die Endkundin, -nen",مشتری نهایی (مونث),audio/fa/3cb525645f5432f09a.mp3
b1p-0286,B1 Plus 7 Units,B1 Plus Unit 5,entwickeln (etw.),توسعه دادن,audio/fa/5174198e96163f372a.mp3
b1p-0287,B1 Plus 7 Units,B1 Plus Unit 5,die Forschung und Entwicklung (Sg.),تحقیق و توسعه,audio/fa/c4c559f500f716debc.mp3
b1p-0288,B1 Plus 7 Units,B1 Plus Unit 5,der Großhandel (Sg.),عمده فروشی,audio/fa/0290033050b8cd666a.mp3
b1p-0289,B1 Plus 7 Units,B1 Plus Unit 5,der Handel (Sg.),تجارت,audio/fa/3af181db22778261bc.mp3
b1p-0290,B1 Plus 7 Units,B1 Plus Unit 5,herstellen,تولید کردن,audio/fa/5eb6f2d5be205a6637.mp3
b1p-0291,B1 Plus 7 Units,B1 Plus Unit 5,die Herstellung (Sg.),تولید,audio/fa/46a71beef5159ea0c6.mp3
b1p-0292,B1 Plus 7 Units,B1 Plus Unit 5,liefern (etw.),تحویل دادن,audio/fa/44620bf567dac1c7c7.mp3
b1p-0293,B1 Plus 7 Units,B1 Plus Unit 5,"der Lieferschein, -e",برگه تحویل,audio/fa/6e67b29d16ad757c5e.mp3
b1p-0294,B1 Plus 7 Units,B1 Plus Unit 5,Lieferscheine ausstellen,برگه تحویل صادر کردن,audio/fa/3966a39ca60db2a40e.mp3
b1p-0295,B1 Plus 7 Units,B1 Plus Unit 5,"die Lieferung, -en",تحویل,audio/fa/d3ea084570fc986c8b.mp3
b1p-0296,B1 Plus 7 Units,B1 Plus Unit 5,"der Markt, ""-e"" (im kaufmänn. Sinn)",بازار,audio/fa/05299979b024faf16a.mp3
b1p-0297,B1 Plus 7 Units,B1 Plus Unit 5,"das Maß, -e",اندازه,audio/fa/2fa4c14fc9ae044a76.mp3
b1p-0298,B1 Plus 7 Units,B1 Plus Unit 5,"die Menge, -n",مقدار,audio/fa/65a8a8b7ac68a4a8dc.mp3
b1p-0299,B1 Plus 7 Units,B1 Plus Unit 5,montieren (etw.),مونتاژ کردن,audio/fa/f5a32db3d6fd915d59.mp3
b1p-0300,B1 Plus 7 Units,B1 Plus Unit 5,"die Produktion, -en",تولید,audio/fa/46a71beef5159ea0c6.mp3
b1p-0301,B1 Plus 7 Units,B1 Plus Unit 5,"die Rechnung, -en",فاکتور,audio/fa/2ce6226eb8738c3f1d.mp3
b1p-0302,B1 Plus 7 Units,B1 Plus Unit 5,"die Spedition, -en",حمل و نقل,audio/fa/1f2662f1ddee9fd145.mp3
b1p-0303,B1 Plus 7 Units,B1 Plus Unit 5,"der Transport, -e",ترانسپورت,audio/fa/26603d85070f5da15f.mp3
b1p-0304,B1 Plus 7 Units,B1 Plus Unit 5,"die Verpackung, -en",بسته بندی,audio/fa/20c7ace323cf453477.mp3
b1p-0305,B1 Plus 7 Units,B1 Plus Unit 5,der Versand (Sg.),ارسال,audio/fa/f26c55d9f8853f09a2.mp3
b1p-0306,B1 Plus 7 Units,B1 Plus Unit 5,analysieren (etw.),تحلیل کردن,audio/fa/804ceb96956c1ba0a9.mp3
b1p-0307,B1 Plus 7 Units,B1 Plus Unit 5,bearbeiten (etw.),پردازش کردن,audio/fa/f5be5c252e34f960a5.mp3
b1p-0308,B1 Plus 7 Units,B1 Plus Unit 5,befördern (jdn./etw.),ترفیع دادن,audio/fa/f9db76c0adcbeef3bf.mp3
b1p-0309,B1 Plus 7 Units,B1 Plus Unit 5,betreuen (jdn./etw.),مراقبت کردن,audio/fa/e79e31ae66b9fffa47.mp3
b1p-0310,B1 Plus 7 Units,B1 Plus Unit 5,"die Branche, -n",صنعت,audio/fa/105ecf88c18b9ee432.mp3
b1p-0311,B1 Plus 7 Units,B1 Plus Unit 5,die Gastronomie (Sg.),ګسترونومی,audio/fa/72754fe0f0576ad86f.mp3
b1p-0312,B1 Plus 7 Units,B1 Plus Unit 5,gestalten (etw.),طراحی کردن,audio/fa/25e9b58ae1638596f3.mp3
b1p-0313,B1 Plus 7 Units,B1 Plus Unit 5,das Handwerk (Sg.),صنایع دستی,audio/fa/725f24a957c753439c.mp3
b1p-0314,B1 Plus 7 Units,B1 Plus Unit 5,die IT-Branche (Sg.),صنعت معلومات,audio/fa/00734c87dedd83c328.mp3
b1p-0315,B1 Plus 7 Units,B1 Plus Unit 5,konstruieren (etw.),ساختن,audio/fa/5c0a26531e578a99e2.mp3
b1p-0316,B1 Plus 7 Units,B1 Plus Unit 5,kontrollieren (etw.),کنترل کردن,audio/fa/9e4d38dd675571135c.mp3
b1p-0317,B1 Plus 7 Units,B1 Plus Unit 5,Kunden bedienen,مشتریان را خدمت کردن,audio/fa/d3b2f2a2b1e2b7d5a4.mp3
b1p-0318,B1 Plus 7 Units,B1 Plus Unit 5,"der Kundenberater, -",مشاور مشتری,audio/fa/729dfa4457a20c1115.mp3
b1p-0319,B1 Plus 7 Units,B1 Plus Unit 5,"die Kundenberaterin, -nen",مشاور مشتری (مونث),audio/fa/58bfe040e50227b1b2.mp3
b1p-0320,B1 Plus 7 Units,B1 Plus Unit 5,"das Labor, -e",لابراتوار,audio/fa/190aa661d21b2d5971.mp3
b1p-0321,B1 Plus 7 Units,B1 Plus Unit 5,"der Lagerist, -en",انباردار,audio/fa/fdc75fd79b0041a73a.mp3
b1p-0322,B1 Plus 7 Units,B1 Plus Unit 5,"die Lageristin, -nen",انباردار (مونث),audio/fa/b4a8288dbf37d09cc8.mp3
b1p-0323,B1 Plus 7 Units,B1 Plus Unit 5,"der Tierpfleger, -",نگهدارنده حیوانات,audio/fa/9de2d26ad8ca45965c.mp3
b1p-0324,B1 Plus 7 Units,B1 Plus Unit 5,"die Tierpflegerin, -nen",نگهدارنده حیوانات (مونث),audio/fa/0f6d54c36383fdb34d.mp3
b1p-0325,B1 Plus 7 Units,B1 Plus Unit 5,der Transport und Logistik (Sg.),ترانسپورت و لجستیک,audio/fa/1bc43817c6de517f7f.mp3
b1p-0326,B1 Plus 7 Units,B1 Plus Unit 5,"der Vertriebsweg, -e",کانال توزیع,audio/fa/ef0a9ccc2c07b2fcc0.mp3
b1p-0327,B1 Plus 7 Units,B1 Plus Unit 5,Waren bestellen,کالا سفارش دادن,audio/fa/ea69be87b29dcba45e.mp3
b1p-0328,B1 Plus 7 Units,B1 Plus Unit 5,die Wissenschaft und Forschung (Sg.),علم و تحقیق,audio/fa/361a3332c37d6c8ff0.mp3
b1p-0329,B1 Plus 7 Units,B1 Plus Unit 5,zubereiten (etw.),آماده کردن,audio/fa/960554e92698ec7b70.mp3
b1p-0330,B1 Plus 7 Units,B1 Plus Unit 5,zustellen (etw.),تحویل دادن,audio/fa/44620bf567dac1c7c7.mp3
b1p-0331,B1 Plus 7 Units,B1 Plus Unit 5,"die Bequemlichkeit, -en",راحتی,audio/fa/983a10595e430546f0.mp3
b1p-0332,B1 Plus 7 Units,B1 Plus Unit 5,der CO₂-Ausstoß (Sg.),انتشار گاز CO₂,audio/fa/4c245628d83a6844ad.mp3
b1p-0333,B1 Plus 7 Units,B1 Plus Unit 5,"der Händler, -",تاجر,audio/fa/625e3fc75b9941bbf3.mp3
b1p-0334,B1 Plus 7 Units,B1 Plus Unit 5,"die Händlerin, -nen",تاجر (مونث),audio/fa/86b2a0939cc3aebeaa.mp3
b1p-0335,B1 Plus 7 Units,B1 Plus Unit 5,"die Lagerhalle, -n",تالار انبار,audio/fa/0d5f5c096c70ac7cdc.mp3
b1p-0336,B1 Plus 7 Units,B1 Plus Unit 5,"die Online-Plattform, -en",پلتفرم آنلاین,audio/fa/66a75f3d556831910d.mp3
b1p-0337,B1 Plus 7 Units,B1 Plus Unit 5,"der Sonderwunsch, ""-e""",درخواست خاص,audio/fa/bb36efb2ee420f9b28.mp3
b1p-0338,B1 Plus 7 Units,B1 Plus Unit 6,aktivieren (etw.),فعال کردن,audio/fa/220245cf714a61410c.mp3
b1p-0339,B1 Plus 7 Units,B1 Plus Unit 6,der Anbieter,ارایه دهنده مذکر,audio/fa/3615f97a5b98d22b29.mp3
b1p-0340,B1 Plus 7 Units,B1 Plus Unit 6,die Antbieterien,ارایه دهنده مونث,audio/fa/55168c9f161b7583e5.mp3
b1p-0341,B1 Plus 7 Units,B1 Plus Unit 6,etw aufladen,بارکردن چیزی,audio/fa/981b625802b2038b99.mp3
b1p-0342,B1 Plus 7 Units,B1 Plus Unit 6,"sich beraten lassen,",مشورت گرفتن,audio/fa/3fffd7fdb3d9d5061c.mp3
b1p-0343,B1 Plus 7 Units,B1 Plus Unit 6,sich beschweren,شکایت کردن,audio/fa/e55c8c756e615c991b.mp3
b1p-0344,B1 Plus 7 Units,B1 Plus Unit 6,"die Bestellung, -en",سفارش,audio/fa/bea6a97262e0ab51a1.mp3
b1p-0345,B1 Plus 7 Units,B1 Plus Unit 6,"das Datenvolumen, -",حجم داده,audio/fa/04acad9be73e1d6400.mp3
b1p-0346,B1 Plus 7 Units,B1 Plus Unit 6,eingeben (etw.),وارد کردن,audio/fa/5bb3c666c7272272ca.mp3
b1p-0347,B1 Plus 7 Units,B1 Plus Unit 6,einlegen (etw.),قرار دادن,audio/fa/ff245fbeca34e3075f.mp3
b1p-0348,B1 Plus 7 Units,B1 Plus Unit 6,einmalig,یک باره,audio/fa/f2fcdf2296c91ef178.mp3
b1p-0349,B1 Plus 7 Units,B1 Plus Unit 6,"der Einsteiger, -",مبتدی,audio/fa/1a14b1490b2a5cf2f2.mp3
b1p-0350,B1 Plus 7 Units,B1 Plus Unit 6,"die Einsteigerin, -nen",مبتدی (مونث),audio/fa/ecbc19be55ccede21d.mp3
b1p-0351,B1 Plus 7 Units,B1 Plus Unit 6,entgegennehmen (etw.),پذیرفتن,audio/fa/701f31777b228f2401.mp3
b1p-0352,B1 Plus 7 Units,B1 Plus Unit 6,das Festnetz (Sg.),تلفن ثابت,audio/fa/fbcae98c8bd6c29310.mp3
b1p-0353,B1 Plus 7 Units,B1 Plus Unit 6,"die Grundgebühr, -en",هزینه پایه,audio/fa/5017fe4d5c8863a8e3.mp3
b1p-0354,B1 Plus 7 Units,B1 Plus Unit 6,gültig,معتبر,audio/fa/e00e34197e8ea92342.mp3
b1p-0355,B1 Plus 7 Units,B1 Plus Unit 6,günstig,ارزان,audio/fa/0174d4a31245e2293a.mp3
b1p-0356,B1 Plus 7 Units,B1 Plus Unit 6,"das Guthaben, -",اعتبار,audio/fa/bda3b2efef5dc30371.mp3
b1p-0357,B1 Plus 7 Units,B1 Plus Unit 6,"der Handwerker, -",صنعتکار,audio/fa/11d8a356f9724306cb.mp3
b1p-0358,B1 Plus 7 Units,B1 Plus Unit 6,"die Handwerkerin, -nen",صنعتکار (مونث),audio/fa/bfdf0cfb5bb01d4f20.mp3
b1p-0359,B1 Plus 7 Units,B1 Plus Unit 6,inklusive,شامل,audio/fa/0595c5b1a6de177c17.mp3
b1p-0360,B1 Plus 7 Units,B1 Plus Unit 6,"die Kontrolle, -n",کنترل,audio/fa/dfb9c3568083e9bf5b.mp3
b1p-0361,B1 Plus 7 Units,B1 Plus Unit 6,"der Lieferservice, -s",خدمات تحویل,audio/fa/1e310042ed6e3956be.mp3
b1p-0362,B1 Plus 7 Units,B1 Plus Unit 6,"das Netz, -e",شبکه,audio/fa/166ef169abec6cf7a4.mp3
b1p-0363,B1 Plus 7 Units,B1 Plus Unit 6,optimal,عالی,audio/fa/2de9a2245b31c7d819.mp3
b1p-0364,B1 Plus 7 Units,B1 Plus Unit 6,profitieren (von + Dat.),سود بردن از,audio/fa/f604952c7fb363c71d.mp3
b1p-0365,B1 Plus 7 Units,B1 Plus Unit 6,sperren (etw.),مسدود کردن,audio/fa/0a26355db65dea62e3.mp3
b1p-0366,B1 Plus 7 Units,B1 Plus Unit 6,"der Tarif, -e",تعرفه,audio/fa/d0949f2aa53f568f82.mp3
b1p-0367,B1 Plus 7 Units,B1 Plus Unit 6,verschicken (etw.),فرستادن,audio/fa/02c231599e2842e22a.mp3
b1p-0368,B1 Plus 7 Units,B1 Plus Unit 6,"der Vertrag, ""-e""",قرارداد,audio/fa/9b539f3ecfe4dd8c73.mp3
b1p-0369,B1 Plus 7 Units,B1 Plus Unit 6,"die Vertragslaufzeit, -en",مدت قرارداد,audio/fa/d2b7ce481e9fbe04c8.mp3
b1p-0370,B1 Plus 7 Units,B1 Plus Unit 6,zustellen (etw.),تحویل دادن,audio/fa/44620bf567dac1c7c7.mp3
b1p-0371,B1 Plus 7 Units,B1 Plus Unit 6,"das Angebot, -e",پیشنهاد,audio/fa/17ce2758548f04fbe4.mp3
b1p-0372,B1 Plus 7 Units,B1 Plus Unit 6,"der Auftrag, ""-e""",سفارش کاری,audio/fa/c83bcf5c6ba4fd7595.mp3
b1p-0373,B1 Plus 7 Units,B1 Plus Unit 6,"der Ausdruck, -e",ابراز,audio/fa/c5017c78f3e3778375.mp3
b1p-0374,B1 Plus 7 Units,B1 Plus Unit 6,sich binden (an + Akk.),متعهد شدن به,audio/fa/a0e6ab186bfe984002.mp3
b1p-0375,B1 Plus 7 Units,B1 Plus Unit 6,brutto,ناخالص,audio/fa/81c5b488b6d07a46b1.mp3
b1p-0376,B1 Plus 7 Units,B1 Plus Unit 6,einverstanden,موافق,audio/fa/90725495747ddf3ed9.mp3
b1p-0377,B1 Plus 7 Units,B1 Plus Unit 6,etw. Erteilen,to issue /اعطا کردن صادر کردن,audio/fa/ec8693a6743d306be4.mp3
b1p-0378,B1 Plus 7 Units,B1 Plus Unit 6,der Grund,دلیل,audio/fa/fe7ce31b6c3c6e16c1.mp3
b1p-0379,B1 Plus 7 Units,B1 Plus Unit 6,die Mehrwertsteuer,مالیات بر ارزش افزوده,audio/fa/35a2c1f28042187bd0.mp3
b1p-0380,B1 Plus 7 Units,B1 Plus Unit 6,netto,خالص؛ بدون مالیات,audio/fa/106bde7b12eada4c1c.mp3
b1p-0381,B1 Plus 7 Units,B1 Plus Unit 6,sorgfältig,دقیق؛ با احتیاط,audio/fa/6eedcdbc0909b84605.mp3
b1p-0382,B1 Plus 7 Units,B1 Plus Unit 6,die summen,مجموع؛ مبلغ کل,audio/fa/bc6fc81b01b937debe.mp3
b1p-0383,B1 Plus 7 Units,B1 Plus Unit 6,die Unterschrift,امضا؛ دست‌خط,audio/fa/136855a22ac463b97e.mp3
b1p-0384,B1 Plus 7 Units,B1 Plus Unit 6,zahlbar,قابل پرداخت؛ پرداختنی,audio/fa/86b8f09f9dd011adf1.mp3
b1p-0385,B1 Plus 7 Units,B1 Plus Unit 6,zuverlässig,قابل اعتماد؛ مطمئن,audio/fa/b0aba6114d15098e8c.mp3
b1p-0386,B1 Plus 7 Units,B1 Plus Unit 6,der Ärger (Sg.),مشکل,audio/fa/2ec320440bf43eb339.mp3
b1p-0387,B1 Plus 7 Units,B1 Plus Unit 6,"der Artikel, -",کالا,audio/fa/b764bbd3460b787d16.mp3
b1p-0388,B1 Plus 7 Units,B1 Plus Unit 6,beschädigt,آسیب دیده,audio/fa/96adf2335f5c10994a.mp3
b1p-0389,B1 Plus 7 Units,B1 Plus Unit 6,"die Beschwerde, -n",شکایت,audio/fa/fb849539e3407cae23.mp3
b1p-0390,B1 Plus 7 Units,B1 Plus Unit 6,defekt,معیوب,audio/fa/d6021fb0aff55be286.mp3
